Sample in Buffer,Sample in Window,TRIGGER,tsm_I_1[11:0],tsm_Q_1[11:0],tsm_I[11:0],tsm_Q[11:0],rev_I[11:0],rev_Q[11:0],rev_valid_1,rev_valid_2,rev_valid_3,rev_valid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,SIGNED,SIGNED,HEX,HEX,HEX,HEX
4361,4361,0,ffe,7fe,ffe,7fe,-1408,-713,1,1,1,1
4362,4362,0,802,ffe,802,ffe,-1429,-1337,1,1,1,1
4363,4363,0,802,ffe,802,ffe,-1244,-341,1,1,1,1
4364,4364,0,002,802,002,802,-1089,358,1,1,1,1
4365,4365,0,002,802,002,802,-1350,-648,1,1,1,1
4366,4366,0,7fe,002,7fe,002,-1200,-1387,1,1,1,1
4367,4367,0,7fe,002,7fe,002,734,-343,1,1,1,1
4368,4368,0,ffe,7fe,ffe,7fe,2047,717,1,1,1,1
4369,4369,0,ffe,7fe,ffe,7fe,1340,1112,1,1,1,1
4370,4370,0,802,ffe,802,ffe,81,663,1,1,1,1
4371,4371,0,802,ffe,802,ffe,-688,55,1,1,1,1
4372,4372,0,002,802,002,802,-1198,-19,1,1,1,1
4373,4373,0,002,802,002,802,-1446,-697,1,1,1,1
4374,4374,0,7fe,002,7fe,002,-1193,-1344,1,1,1,1
4375,4375,0,7fe,002,7fe,002,799,-329,1,1,1,1
4376,4376,0,ffe,7fe,ffe,7fe,2047,735,1,1,1,1
4377,4377,0,ffe,7fe,ffe,7fe,1319,1095,1,1,1,1
4378,4378,0,802,ffe,802,ffe,87,681,1,1,1,1
4379,4379,0,802,ffe,802,ffe,-682,73,1,1,1,1
4380,4380,0,002,802,002,802,-1210,-54,1,1,1,1
4381,4381,0,002,802,002,802,-1435,-723,1,1,1,1
4382,4382,0,802,ffe,802,ffe,-1182,-1309,1,1,1,1
4383,4383,0,802,ffe,802,ffe,756,-365,1,1,1,1
4384,4384,0,002,802,002,802,2047,711,1,1,1,1
4385,4385,0,002,802,002,802,1334,1117,1,1,1,1
4386,4386,0,7fe,002,7fe,002,62,646,1,1,1,1
4387,4387,0,7fe,002,7fe,002,-662,42,1,1,1,1
4388,4388,0,ffe,7fe,ffe,7fe,-1198,-9,1,1,1,1
4389,4389,0,ffe,7fe,ffe,7fe,-1443,-720,1,1,1,1
4390,4390,0,802,ffe,802,ffe,-1173,-1298,1,1,1,1
4391,4391,0,802,ffe,802,ffe,779,-333,1,1,1,1
4392,4392,0,002,802,002,802,2047,693,1,1,1,1
4393,4393,0,002,802,002,802,1331,1096,1,1,1,1
4394,4394,0,7fe,002,7fe,002,381,601,1,1,1,1
4395,4395,0,7fe,002,7fe,002,1268,-522,1,1,1,1
4396,4396,0,ffe,7fe,ffe,7fe,2047,-208,1,1,1,1
4397,4397,0,ffe,7fe,ffe,7fe,1277,1075,1,1,1,1
4398,4398,0,802,ffe,802,ffe,123,824,1,1,1,1
4399,4399,0,802,ffe,802,ffe,-678,29,1,1,1,1
4400,4400,0,002,802,002,802,-1217,-31,1,1,1,1
4401,4401,0,002,802,002,802,-1433,-696,1,1,1,1
4402,4402,0,7fe,002,7fe,002,-1178,-1344,1,1,1,1
4403,4403,0,7fe,002,7fe,002,783,-343,1,1,1,1
4404,4404,0,ffe,7fe,ffe,7fe,2047,709,1,1,1,1
4405,4405,0,ffe,7fe,ffe,7fe,1331,1093,1,1,1,1
4406,4406,0,802,ffe,802,ffe,110,686,1,1,1,1
4407,4407,0,802,ffe,802,ffe,-677,65,1,1,1,1
4408,4408,0,002,802,002,802,-1215,-55,1,1,1,1
4409,4409,0,002,802,002,802,-1430,-692,1,1,1,1
4410,4410,0,7fe,002,7fe,002,-1179,-1310,1,1,1,1
4411,4411,0,7fe,002,7fe,002,761,-362,1,1,1,1
4412,4412,0,ffe,7fe,ffe,7fe,2047,715,1,1,1,1
4413,4413,0,ffe,7fe,ffe,7fe,1330,1127,1,1,1,1
4414,4414,0,7fe,002,7fe,002,79,648,1,1,1,1
4415,4415,0,7fe,002,7fe,002,-678,66,1,1,1,1
4416,4416,0,ffe,7fe,ffe,7fe,-1203,-25,1,1,1,1
4417,4417,0,ffe,7fe,ffe,7fe,-1451,-728,1,1,1,1
4418,4418,0,802,ffe,802,ffe,-1171,-1298,1,1,1,1
4419,4419,0,802,ffe,802,ffe,767,-328,1,1,1,1
4420,4420,0,002,802,002,802,2047,698,1,1,1,1
4421,4421,0,002,802,002,802,1353,1117,1,1,1,1
4422,4422,0,7fe,002,7fe,002,87,677,1,1,1,1
4423,4423,0,7fe,002,7fe,002,-684,73,1,1,1,1
4424,4424,0,ffe,7fe,ffe,7fe,-1222,-36,1,1,1,1
4425,4425,0,ffe,7fe,ffe,7fe,-1382,-696,1,1,1,1
4426,4426,0,802,ffe,802,ffe,-1445,-1347,1,1,1,1
4427,4427,0,802,ffe,802,ffe,-1260,-365,1,1,1,1
4428,4428,0,002,802,002,802,-1089,376,1,1,1,1
4429,4429,0,002,802,002,802,-1354,-642,1,1,1,1
4430,4430,0,7fe,002,7fe,002,-1213,-1404,1,1,1,1
4431,4431,0,7fe,002,7fe,002,770,-355,1,1,1,1
4432,4432,0,ffe,7fe,ffe,7fe,2047,729,1,1,1,1
4433,4433,0,ffe,7fe,ffe,7fe,1328,1094,1,1,1,1
4434,4434,0,802,ffe,802,ffe,100,660,1,1,1,1
4435,4435,0,802,ffe,802,ffe,-717,58,1,1,1,1
4436,4436,0,002,802,002,802,-1211,-17,1,1,1,1
4437,4437,0,002,802,002,802,-1446,-691,1,1,1,1
4438,4438,0,7fe,002,7fe,002,-1176,-1318,1,1,1,1
4439,4439,0,7fe,002,7fe,002,764,-363,1,1,1,1
4440,4440,0,ffe,7fe,ffe,7fe,2047,726,1,1,1,1
4441,4441,0,ffe,7fe,ffe,7fe,1340,1103,1,1,1,1
4442,4442,0,802,ffe,802,ffe,73,666,1,1,1,1
4443,4443,0,802,ffe,802,ffe,-669,67,1,1,1,1
4444,4444,0,002,802,002,802,-1207,-29,1,1,1,1
4445,4445,0,002,802,002,802,-1437,-707,1,1,1,1
4446,4446,0,802,ffe,802,ffe,-1168,-1321,1,1,1,1
4447,4447,0,802,ffe,802,ffe,759,-353,1,1,1,1
4448,4448,0,002,802,002,802,2047,716,1,1,1,1
4449,4449,0,002,802,002,802,1349,1114,1,1,1,1
4450,4450,0,7fe,002,7fe,002,77,647,1,1,1,1
4451,4451,0,7fe,002,7fe,002,-684,75,1,1,1,1
4452,4452,0,ffe,7fe,ffe,7fe,-1212,-1,1,1,1,1
4453,4453,0,ffe,7fe,ffe,7fe,-1433,-705,1,1,1,1
4454,4454,0,802,ffe,802,ffe,-1176,-1320,1,1,1,1
4455,4455,0,802,ffe,802,ffe,768,-342,1,1,1,1
4456,4456,0,002,802,002,802,2047,715,1,1,1,1
4457,4457,0,002,802,002,802,1329,1109,1,1,1,1
4458,4458,0,7fe,002,7fe,002,368,571,1,1,1,1
4459,4459,0,7fe,002,7fe,002,1283,-506,1,1,1,1
4460,4460,0,ffe,7fe,ffe,7fe,2047,-198,1,1,1,1
4461,4461,0,ffe,7fe,ffe,7fe,1283,1069,1,1,1,1
4462,4462,0,802,ffe,802,ffe,129,808,1,1,1,1
4463,4463,0,802,ffe,802,ffe,-673,35,1,1,1,1
4464,4464,0,002,802,002,802,-1216,-43,1,1,1,1
4465,4465,0,002,802,002,802,-1440,-717,1,1,1,1
4466,4466,0,7fe,002,7fe,002,-1164,-1314,1,1,1,1
4467,4467,0,7fe,002,7fe,002,773,-359,1,1,1,1
4468,4468,0,ffe,7fe,ffe,7fe,2047,724,1,1,1,1
4469,4469,0,ffe,7fe,ffe,7fe,1332,1107,1,1,1,1
4470,4470,0,802,ffe,802,ffe,71,669,1,1,1,1
4471,4471,0,802,ffe,802,ffe,-679,63,1,1,1,1
4472,4472,0,002,802,002,802,-1205,-32,1,1,1,1
4473,4473,0,002,802,002,802,-1442,-699,1,1,1,1
4474,4474,0,7fe,002,7fe,002,-1181,-1302,1,1,1,1
4475,4475,0,7fe,002,7fe,002,749,-352,1,1,1,1
4476,4476,0,ffe,7fe,ffe,7fe,2047,713,1,1,1,1
4477,4477,0,ffe,7fe,ffe,7fe,1311,1096,1,1,1,1
4478,4478,0,7fe,002,7fe,002,67,652,1,1,1,1
4479,4479,0,7fe,002,7fe,002,-671,84,1,1,1,1
4480,4480,0,ffe,7fe,ffe,7fe,-1228,-42,1,1,1,1
4481,4481,0,ffe,7fe,ffe,7fe,-1425,-731,1,1,1,1
4482,4482,0,802,ffe,802,ffe,-1165,-1309,1,1,1,1
4483,4483,0,802,ffe,802,ffe,754,-347,1,1,1,1
4484,4484,0,002,802,002,802,2047,701,1,1,1,1
4485,4485,0,002,802,002,802,1335,1106,1,1,1,1
4486,4486,0,7fe,002,7fe,002,84,664,1,1,1,1
4487,4487,0,7fe,002,7fe,002,-695,59,1,1,1,1
4488,4488,0,ffe,7fe,ffe,7fe,-1221,-10,1,1,1,1
4489,4489,0,ffe,7fe,ffe,7fe,-1389,-711,1,1,1,1
4490,4490,0,802,ffe,802,ffe,-1442,-1343,1,1,1,1
4491,4491,0,802,ffe,802,ffe,-1245,-379,1,1,1,1
4492,4492,0,002,802,002,802,-1085,367,1,1,1,1
4493,4493,0,002,802,002,802,-1352,-634,1,1,1,1
4494,4494,0,7fe,002,7fe,002,-1211,-1422,1,1,1,1
4495,4495,0,7fe,002,7fe,002,760,-366,1,1,1,1
4496,4496,0,ffe,7fe,ffe,7fe,2047,712,1,1,1,1
4497,4497,0,ffe,7fe,ffe,7fe,1333,1137,1,1,1,1
4498,4498,0,802,ffe,802,ffe,87,671,1,1,1,1
4499,4499,0,802,ffe,802,ffe,-689,57,1,1,1,1
4500,4500,0,002,802,002,802,-1200,-40,1,1,1,1
4501,4501,0,002,802,002,802,-1413,-695,1,1,1,1
4502,4502,0,7fe,002,7fe,002,-1185,-1320,1,1,1,1
4503,4503,0,7fe,002,7fe,002,765,-344,1,1,1,1
4504,4504,0,ffe,7fe,ffe,7fe,2047,702,1,1,1,1
4505,4505,0,ffe,7fe,ffe,7fe,1327,1107,1,1,1,1
4506,4506,0,802,ffe,802,ffe,76,635,1,1,1,1
4507,4507,0,802,ffe,802,ffe,-679,80,1,1,1,1
4508,4508,0,002,802,002,802,-1214,-49,1,1,1,1
4509,4509,0,002,802,002,802,-1414,-733,1,1,1,1
4510,4510,0,802,ffe,802,ffe,-1151,-1308,1,1,1,1
4511,4511,0,802,ffe,802,ffe,758,-362,1,1,1,1
4512,4512,0,002,802,002,802,2047,704,1,1,1,1
4513,4513,0,002,802,002,802,1350,1117,1,1,1,1
4514,4514,0,7fe,002,7fe,002,80,660,1,1,1,1
4515,4515,0,7fe,002,7fe,002,-701,67,1,1,1,1
4516,4516,0,ffe,7fe,ffe,7fe,-1188,-11,1,1,1,1
4517,4517,0,ffe,7fe,ffe,7fe,-1412,-716,1,1,1,1
4518,4518,0,802,ffe,802,ffe,-1184,-1338,1,1,1,1
4519,4519,0,802,ffe,802,ffe,776,-342,1,1,1,1
4520,4520,0,002,802,002,802,2047,717,1,1,1,1
4521,4521,0,002,802,002,802,1303,1111,1,1,1,1
4522,4522,0,7fe,002,7fe,002,365,569,1,1,1,1
4523,4523,0,7fe,002,7fe,002,1303,-497,1,1,1,1
4524,4524,0,ffe,7fe,ffe,7fe,2047,-219,1,1,1,1
4525,4525,0,ffe,7fe,ffe,7fe,1302,1080,1,1,1,1
4526,4526,0,802,ffe,802,ffe,117,843,1,1,1,1
4527,4527,0,802,ffe,802,ffe,-690,16,1,1,1,1
4528,4528,0,002,802,002,802,-1221,-53,1,1,1,1
4529,4529,0,002,802,002,802,-1420,-699,1,1,1,1
4530,4530,0,7fe,002,7fe,002,-1207,-1327,1,1,1,1
4531,4531,0,7fe,002,7fe,002,770,-363,1,1,1,1
4532,4532,0,ffe,7fe,ffe,7fe,2047,734,1,1,1,1
4533,4533,0,ffe,7fe,ffe,7fe,1316,1092,1,1,1,1
4534,4534,0,802,ffe,802,ffe,76,667,1,1,1,1
4535,4535,0,802,ffe,802,ffe,-678,77,1,1,1,1
4536,4536,0,002,802,002,802,-1209,-27,1,1,1,1
4537,4537,0,002,802,002,802,-1428,-698,1,1,1,1
4538,4538,0,7fe,002,7fe,002,-1155,-1312,1,1,1,1
4539,4539,0,7fe,002,7fe,002,769,-363,1,1,1,1
4540,4540,0,ffe,7fe,ffe,7fe,2047,707,1,1,1,1
4541,4541,0,ffe,7fe,ffe,7fe,1350,1115,1,1,1,1
4542,4542,0,7fe,002,7fe,002,61,656,1,1,1,1
4543,4543,0,7fe,002,7fe,002,-680,72,1,1,1,1
4544,4544,0,ffe,7fe,ffe,7fe,-1187,-15,1,1,1,1
4545,4545,0,ffe,7fe,ffe,7fe,-1430,-710,1,1,1,1
4546,4546,0,802,ffe,802,ffe,-1182,-1342,1,1,1,1
4547,4547,0,802,ffe,802,ffe,781,-343,1,1,1,1
4548,4548,0,002,802,002,802,2047,722,1,1,1,1
4549,4549,0,002,802,002,802,1318,1092,1,1,1,1
4550,4550,0,7fe,002,7fe,002,84,671,1,1,1,1
4551,4551,0,7fe,002,7fe,002,-680,64,1,1,1,1
4552,4552,0,ffe,7fe,ffe,7fe,-1250,-35,1,1,1,1
4553,4553,0,ffe,7fe,ffe,7fe,-1386,-686,1,1,1,1
4554,4554,0,802,ffe,802,ffe,-1420,-1324,1,1,1,1
4555,4555,0,802,ffe,802,ffe,-1226,-365,1,1,1,1
4556,4556,0,002,802,002,802,-1098,372,1,1,1,1
4557,4557,0,002,802,002,802,-1348,-622,1,1,1,1
4558,4558,0,7fe,002,7fe,002,-1229,-1430,1,1,1,1
4559,4559,0,7fe,002,7fe,002,775,-349,1,1,1,1
4560,4560,0,ffe,7fe,ffe,7fe,2047,729,1,1,1,1
4561,4561,0,ffe,7fe,ffe,7fe,1314,1100,1,1,1,1
4562,4562,0,802,ffe,802,ffe,80,672,1,1,1,1
4563,4563,0,802,ffe,802,ffe,-667,70,1,1,1,1
4564,4564,0,002,802,002,802,-1221,-42,1,1,1,1
4565,4565,0,002,802,002,802,-1428,-699,1,1,1,1
4566,4566,0,7fe,002,7fe,002,-1164,-1314,1,1,1,1
4567,4567,0,7fe,002,7fe,002,772,-356,1,1,1,1
4568,4568,0,ffe,7fe,ffe,7fe,2047,694,1,1,1,1
4569,4569,0,ffe,7fe,ffe,7fe,1357,1103,1,1,1,1
4570,4570,0,802,ffe,802,ffe,83,670,1,1,1,1
4571,4571,0,802,ffe,802,ffe,-682,67,1,1,1,1
4572,4572,0,002,802,002,802,-1201,-36,1,1,1,1
4573,4573,0,002,802,002,802,-1427,-709,1,1,1,1
4574,4574,0,802,ffe,802,ffe,-1172,-1314,1,1,1,1
4575,4575,0,802,ffe,802,ffe,789,-326,1,1,1,1
4576,4576,0,002,802,002,802,2047,706,1,1,1,1
4577,4577,0,002,802,002,802,1345,1086,1,1,1,1
4578,4578,0,7fe,002,7fe,002,91,655,1,1,1,1
4579,4579,0,7fe,002,7fe,002,-680,71,1,1,1,1
4580,4580,0,ffe,7fe,ffe,7fe,-1224,-36,1,1,1,1
4581,4581,0,ffe,7fe,ffe,7fe,-1437,-686,1,1,1,1
4582,4582,0,802,ffe,802,ffe,-1180,-1324,1,1,1,1
4583,4583,0,802,ffe,802,ffe,758,-352,1,1,1,1
4584,4584,0,002,802,002,802,2047,710,1,1,1,1
4585,4585,0,002,802,002,802,1335,1134,1,1,1,1
4586,4586,0,7fe,002,7fe,002,359,572,1,1,1,1
4587,4587,0,7fe,002,7fe,002,1304,-516,1,1,1,1
4588,4588,0,ffe,7fe,ffe,7fe,2047,-190,1,1,1,1
4589,4589,0,ffe,7fe,ffe,7fe,1273,1055,1,1,1,1
4590,4590,0,802,ffe,802,ffe,136,835,1,1,1,1
4591,4591,0,802,ffe,802,ffe,-689,45,1,1,1,1
4592,4592,0,002,802,002,802,-1211,-67,1,1,1,1
4593,4593,0,002,802,002,802,-1431,-705,1,1,1,1
4594,4594,0,7fe,002,7fe,002,-1174,-1307,1,1,1,1
4595,4595,0,7fe,002,7fe,002,765,-365,1,1,1,1
4596,4596,0,ffe,7fe,ffe,7fe,2047,708,1,1,1,1
4597,4597,0,ffe,7fe,ffe,7fe,1360,1109,1,1,1,1
4598,4598,0,802,ffe,802,ffe,81,661,1,1,1,1
4599,4599,0,802,ffe,802,ffe,-695,85,1,1,1,1
4600,4600,0,002,802,002,802,-1220,-27,1,1,1,1
4601,4601,0,002,802,002,802,-1429,-691,1,1,1,1
4602,4602,0,7fe,002,7fe,002,-1181,-1323,1,1,1,1
4603,4603,0,7fe,002,7fe,002,759,-345,1,1,1,1
4604,4604,0,ffe,7fe,ffe,7fe,2047,718,1,1,1,1
4605,4605,0,ffe,7fe,ffe,7fe,1346,1087,1,1,1,1
4606,4606,0,7fe,002,7fe,002,87,674,1,1,1,1
4607,4607,0,7fe,002,7fe,002,-689,65,1,1,1,1
4608,4608,0,ffe,7fe,ffe,7fe,-1204,-16,1,1,1,1
4609,4609,0,ffe,7fe,ffe,7fe,-1430,-705,1,1,1,1
4610,4610,0,802,ffe,802,ffe,-1160,-1326,1,1,1,1
4611,4611,0,802,ffe,802,ffe,764,-353,1,1,1,1
4612,4612,0,002,802,002,802,2047,722,1,1,1,1
4613,4613,0,002,802,002,802,1340,1120,1,1,1,1
4614,4614,0,7fe,002,7fe,002,84,657,1,1,1,1
4615,4615,0,7fe,002,7fe,002,-695,80,1,1,1,1
4616,4616,0,ffe,7fe,ffe,7fe,-1215,-12,1,1,1,1
4617,4617,0,ffe,7fe,ffe,7fe,-1409,-694,1,1,1,1
4618,4618,0,802,ffe,802,ffe,-1422,-1331,1,1,1,1
4619,4619,0,802,ffe,802,ffe,-1242,-380,1,1,1,1
4620,4620,0,002,802,002,802,-1094,367,1,1,1,1
4621,4621,0,002,802,002,802,-1344,-618,1,1,1,1
4622,4622,0,7fe,002,7fe,002,-1223,-1401,1,1,1,1
4623,4623,0,7fe,002,7fe,002,767,-342,1,1,1,1
4624,4624,0,ffe,7fe,ffe,7fe,2047,729,1,1,1,1
4625,4625,0,ffe,7fe,ffe,7fe,1332,1103,1,1,1,1
4626,4626,0,802,ffe,802,ffe,101,664,1,1,1,1
4627,4627,0,802,ffe,802,ffe,-693,73,1,1,1,1
4628,4628,0,002,802,002,802,-1201,-18,1,1,1,1
4629,4629,0,002,802,002,802,-1449,-711,1,1,1,1
4630,4630,0,7fe,002,7fe,002,-1169,-1318,1,1,1,1
4631,4631,0,7fe,002,7fe,002,745,-341,1,1,1,1
4632,4632,0,ffe,7fe,ffe,7fe,2047,709,1,1,1,1
4633,4633,0,ffe,7fe,ffe,7fe,1339,1109,1,1,1,1
4634,4634,0,802,ffe,802,ffe,81,659,1,1,1,1
4635,4635,0,802,ffe,802,ffe,-671,83,1,1,1,1
4636,4636,0,002,802,002,802,-1191,-43,1,1,1,1
4637,4637,0,002,802,002,802,-1434,-712,1,1,1,1
4638,4638,0,802,ffe,802,ffe,-1164,-1322,1,1,1,1
4639,4639,0,802,ffe,802,ffe,751,-348,1,1,1,1
4640,4640,0,002,802,002,802,2047,716,1,1,1,1
4641,4641,0,002,802,002,802,1339,1106,1,1,1,1
4642,4642,0,7fe,002,7fe,002,88,664,1,1,1,1
4643,4643,0,7fe,002,7fe,002,-684,73,1,1,1,1
4644,4644,0,ffe,7fe,ffe,7fe,-1206,-39,1,1,1,1
4645,4645,0,ffe,7fe,ffe,7fe,-1447,-713,1,1,1,1
4646,4646,0,802,ffe,802,ffe,-1172,-1325,1,1,1,1
4647,4647,0,802,ffe,802,ffe,769,-354,1,1,1,1
4648,4648,0,002,802,002,802,2047,708,1,1,1,1
4649,4649,0,002,802,002,802,1315,1121,1,1,1,1
4650,4650,0,7fe,002,7fe,002,352,560,1,1,1,1
4651,4651,0,7fe,002,7fe,002,1306,-501,1,1,1,1
4652,4652,0,ffe,7fe,ffe,7fe,2047,-203,1,1,1,1
4653,4653,0,ffe,7fe,ffe,7fe,1262,1067,1,1,1,1
4654,4654,0,802,ffe,802,ffe,123,838,1,1,1,1
4655,4655,0,802,ffe,802,ffe,-672,39,1,1,1,1
4656,4656,0,002,802,002,802,-1232,-62,1,1,1,1
4657,4657,0,002,802,002,802,-1426,-694,1,1,1,1
4658,4658,0,7fe,002,7fe,002,-1178,-1311,1,1,1,1
4659,4659,0,7fe,002,7fe,002,756,-346,1,1,1,1
4660,4660,0,ffe,7fe,ffe,7fe,2047,700,1,1,1,1
4661,4661,0,ffe,7fe,ffe,7fe,1337,1110,1,1,1,1
4662,4662,0,802,ffe,802,ffe,71,682,1,1,1,1
4663,4663,0,802,ffe,802,ffe,-667,71,1,1,1,1
4664,4664,0,002,802,002,802,-1208,-43,1,1,1,1
4665,4665,0,002,802,002,802,-1441,-726,1,1,1,1
4666,4666,0,7fe,002,7fe,002,-1167,-1314,1,1,1,1
4667,4667,0,7fe,002,7fe,002,755,-351,1,1,1,1
4668,4668,0,ffe,7fe,ffe,7fe,2047,721,1,1,1,1
4669,4669,0,ffe,7fe,ffe,7fe,1343,1113,1,1,1,1
4670,4670,0,7fe,002,7fe,002,108,660,1,1,1,1
4671,4671,0,7fe,002,7fe,002,-702,69,1,1,1,1
4672,4672,0,ffe,7fe,ffe,7fe,-1198,-22,1,1,1,1
4673,4673,0,ffe,7fe,ffe,7fe,-1410,-701,1,1,1,1
4674,4674,0,802,ffe,802,ffe,-1176,-1339,1,1,1,1
4675,4675,0,802,ffe,802,ffe,795,-369,1,1,1,1
4676,4676,0,002,802,002,802,2047,718,1,1,1,1
4677,4677,0,002,802,002,802,1317,1091,1,1,1,1
4678,4678,0,7fe,002,7fe,002,93,673,1,1,1,1
4679,4679,0,7fe,002,7fe,002,-653,79,1,1,1,1
4680,4680,0,ffe,7fe,ffe,7fe,-1231,-35,1,1,1,1
4681,4681,0,ffe,7fe,ffe,7fe,-1398,-697,1,1,1,1
4682,4682,0,802,ffe,802,ffe,-1410,-1317,1,1,1,1
4683,4683,0,802,ffe,802,ffe,-1249,-382,1,1,1,1
4684,4684,0,002,802,002,802,-1083,366,1,1,1,1
4685,4685,0,002,802,002,802,-1333,-614,1,1,1,1
4686,4686,0,7fe,002,7fe,002,-1246,-1390,1,1,1,1
4687,4687,0,7fe,002,7fe,002,749,-365,1,1,1,1
4688,4688,0,ffe,7fe,ffe,7fe,2047,730,1,1,1,1
4689,4689,0,ffe,7fe,ffe,7fe,1335,1112,1,1,1,1
4690,4690,0,802,ffe,802,ffe,83,640,1,1,1,1
4691,4691,0,802,ffe,802,ffe,-669,70,1,1,1,1
4692,4692,0,002,802,002,802,-1203,-33,1,1,1,1
4693,4693,0,002,802,002,802,-1424,-727,1,1,1,1
4694,4694,0,7fe,002,7fe,002,-1151,-1323,1,1,1,1
4695,4695,0,7fe,002,7fe,002,764,-343,1,1,1,1
4696,4696,0,ffe,7fe,ffe,7fe,2047,696,1,1,1,1
4697,4697,0,ffe,7fe,ffe,7fe,1344,1111,1,1,1,1
4698,4698,0,802,ffe,802,ffe,82,667,1,1,1,1
4699,4699,0,802,ffe,802,ffe,-690,49,1,1,1,1
4700,4700,0,002,802,002,802,-1203,-3,1,1,1,1
4701,4701,0,002,802,002,802,-1436,-709,1,1,1,1
4702,4702,0,802,ffe,802,ffe,-1167,-1323,1,1,1,1
4703,4703,0,802,ffe,802,ffe,791,-352,1,1,1,1
4704,4704,0,002,802,002,802,2047,740,1,1,1,1
4705,4705,0,002,802,002,802,1320,1079,1,1,1,1
4706,4706,0,7fe,002,7fe,002,94,654,1,1,1,1
4707,4707,0,7fe,002,7fe,002,-672,80,1,1,1,1
4708,4708,0,ffe,7fe,ffe,7fe,-1218,-26,1,1,1,1
4709,4709,0,ffe,7fe,ffe,7fe,-1421,-707,1,1,1,1
4710,4710,0,802,ffe,802,ffe,-1176,-1305,1,1,1,1
4711,4711,0,802,ffe,802,ffe,748,-349,1,1,1,1
4712,4712,0,002,802,002,802,2047,701,1,1,1,1
4713,4713,0,002,802,002,802,1319,1142,1,1,1,1
4714,4714,0,7fe,002,7fe,002,339,569,1,1,1,1
4715,4715,0,7fe,002,7fe,002,1295,-524,1,1,1,1
4716,4716,0,ffe,7fe,ffe,7fe,2047,-186,1,1,1,1
4717,4717,0,ffe,7fe,ffe,7fe,1278,1049,1,1,1,1
4718,4718,0,802,ffe,802,ffe,117,815,1,1,1,1
4719,4719,0,802,ffe,802,ffe,-644,48,1,1,1,1
4720,4720,0,002,802,002,802,-1218,-53,1,1,1,1
4721,4721,0,002,802,002,802,-1442,-714,1,1,1,1
4722,4722,0,7fe,002,7fe,002,-1181,-1298,1,1,1,1
4723,4723,0,7fe,002,7fe,002,756,-343,1,1,1,1
4724,4724,0,ffe,7fe,ffe,7fe,2047,703,1,1,1,1
4725,4725,0,ffe,7fe,ffe,7fe,1341,1108,1,1,1,1
4726,4726,0,802,ffe,802,ffe,77,658,1,1,1,1
4727,4727,0,802,ffe,802,ffe,-697,61,1,1,1,1
4728,4728,0,002,802,002,802,-1211,4,1,1,1,1
4729,4729,0,002,802,002,802,-1424,-716,1,1,1,1
4730,4730,0,7fe,002,7fe,002,-1184,-1325,1,1,1,1
4731,4731,0,7fe,002,7fe,002,778,-335,1,1,1,1
4732,4732,0,ffe,7fe,ffe,7fe,2047,705,1,1,1,1
4733,4733,0,ffe,7fe,ffe,7fe,1318,1096,1,1,1,1
4734,4734,0,7fe,002,7fe,002,109,669,1,1,1,1
4735,4735,0,7fe,002,7fe,002,-662,73,1,1,1,1
4736,4736,0,ffe,7fe,ffe,7fe,-1221,-31,1,1,1,1
4737,4737,0,ffe,7fe,ffe,7fe,-1424,-709,1,1,1,1
4738,4738,0,802,ffe,802,ffe,-1173,-1286,1,1,1,1
4739,4739,0,802,ffe,802,ffe,753,-338,1,1,1,1
4740,4740,0,002,802,002,802,2047,722,1,1,1,1
4741,4741,0,002,802,002,802,1320,1121,1,1,1,1
4742,4742,0,7fe,002,7fe,002,72,653,1,1,1,1
4743,4743,0,7fe,002,7fe,002,-661,61,1,1,1,1
4744,4744,0,ffe,7fe,ffe,7fe,-1224,1,1,1,1,1
4745,4745,0,ffe,7fe,ffe,7fe,-1418,-712,1,1,1,1
4746,4746,0,802,ffe,802,ffe,-1436,-1322,1,1,1,1
4747,4747,0,802,ffe,802,ffe,-1236,-349,1,1,1,1
4748,4748,0,002,802,002,802,-1073,363,1,1,1,1
4749,4749,0,002,802,002,802,-1358,-630,1,1,1,1
4750,4750,0,7fe,002,7fe,002,-1201,-1372,1,1,1,1
4751,4751,0,7fe,002,7fe,002,738,-368,1,1,1,1
4752,4752,0,ffe,7fe,ffe,7fe,2047,712,1,1,1,1
4753,4753,0,ffe,7fe,ffe,7fe,1344,1104,1,1,1,1
4754,4754,0,802,ffe,802,ffe,92,665,1,1,1,1
4755,4755,0,802,ffe,802,ffe,-685,63,1,1,1,1
4756,4756,0,002,802,002,802,-1193,-18,1,1,1,1
4757,4757,0,002,802,002,802,-1442,-715,1,1,1,1
4758,4758,0,7fe,002,7fe,002,-1180,-1311,1,1,1,1
4759,4759,0,7fe,002,7fe,002,768,-332,1,1,1,1
4760,4760,0,ffe,7fe,ffe,7fe,2047,701,1,1,1,1
4761,4761,0,ffe,7fe,ffe,7fe,1329,1096,1,1,1,1
4762,4762,0,802,ffe,802,ffe,103,663,1,1,1,1
4763,4763,0,802,ffe,802,ffe,-687,67,1,1,1,1
4764,4764,0,002,802,002,802,-1217,-17,1,1,1,1
4765,4765,0,002,802,002,802,-1416,-698,1,1,1,1
4766,4766,0,802,ffe,802,ffe,-1194,-1300,1,1,1,1
4767,4767,0,802,ffe,802,ffe,779,-352,1,1,1,1
